ticker,nome,exchange,tipo,subtipo,cik,sic,sic_description,fonte_tipo
VVOS,"Vivos Therapeutics, Inc. - Common Stock",NASDAQ,Acao,,0001716166,3841,Surgical & Medical Instruments & Apparatus,default_rule
VVPR,VivoPower International PLC - Ordinary Shares,NASDAQ,Acao,,0001681348,4931,Electric & Other Services Combined,default_rule
VVR,Invesco Senior Income Trust Common Stock (DE),NYSE,Acao,,0001059386,,,default_rule
VVV,Valvoline Inc. Common Stock,NYSE,Acao,,0001674910,2990,Miscellaneous Products of  Petroleum & Coal,default_rule
VVX,"V2X, Inc. Common Stock",NYSE,Acao,,0001601548,8744,Services-Facilities Support Management Services,default_rule
VWAV,"VisionWave Holdings, Inc. - Common Stock",NASDAQ,Acao,,0002038439,7372,Services-Prepackaged Software,default_rule
VWAVW,"VisionWave Holdings, Inc. - Warrant",NASDAQ,Acao,,0002038439,7372,Services-Prepackaged Software,default_rule
VWID,Virtus WMC International Dividend ETF,CBOE BZX,ETF,,,,,nasdaqtrader_etf_flag
VWO,Vanguard FTSE Emerging Markets ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
VWOB,Vanguard Emerging Markets Government Bond ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
VXF,Vanguard Extended Market ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
VXUS,Vanguard Total International Stock ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,CBOE BZX,Acao,,0000312070,6029,"Commercial Banks, NEC",default_rule
VXZ,iPath Series B S&P 500 VIX Mid-Term Futures ETN,CBOE BZX,Acao,,0000312070,6029,"Commercial Banks, NEC",default_rule
VYGR,"Voyager Therapeutics, Inc. - Common Stock",NASDAQ,Acao,,0001640266,2836,"Biological Products, (No Diagnostic Substances)",default_rule
VYLD,"J P Morgan Chase & Co Inverse VIX  Short-Term Futures ETNs due March 22, 2045",NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
VYM,Vanguard High Dividend Yield ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
VYMI,Vanguard International High Dividend Yield ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
VYNE,VYNE Therapeutics Inc. - Common Stock,NASDAQ,Acao,,0001566044,2834,Pharmaceutical Preparations,default_rule
VYX,NCR Voyix Corporation Common Stock,NYSE,Acao,,0000070866,3578,Calculating & Accounting Machines (No Electronic Computers),default_rule
VZ,Verizon Communications Inc. Common Stock,NYSE,Acao,,0000732712,4813,Telephone Communications (No Radiotelephone),default_rule
VZLA,Vizsla Silver Corp. Common Shares,NYSE AMERICAN,Acao,,0001796073,1040,Gold and Silver Ores,default_rule
W,Wayfair Inc. Class A Common Stock,NYSE,Acao,,0001616707,5961,Retail-Catalog & Mail-Order Houses,default_rule
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,NYSE,Acao,,0000943452,3743,Railroad Equipment,default_rule
WABC,Westamerica Bancorporation - Common Stock,NASDAQ,Acao,,0000311094,6021,National Commercial Banks,default_rule
WABF,Western Asset Bond ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WAFD,"WaFd, Inc. - Common Stock",NASDAQ,Acao,,0000936528,6021,National Commercial Banks,default_rule
WAFDP,"WaFd, Inc. - Depositary Shares",NASDAQ,Acao,,0000936528,6021,National Commercial Banks,default_rule
WAFU,Wah Fu Education Group Limited - Ordinary Shares,NASDAQ,Acao,,0001716770,8200,Services-Educational Services,default_rule
WAI,Top KingWin Ltd - Class A Ordinary Shares,NASDAQ,Acao,,0001938865,7389,"Services-Business Services, NEC",default_rule
WAL,Western Alliance Bancorporation Common Stock (DE),NYSE,Acao,,0001212545,6022,State Commercial Banks,default_rule
WAL$A,"Western Alliance Bancorporation Depositary Shares, Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",NYSE,Acao,,,,,default_rule
WALD,Waldencast plc - Class A Ordinary Share,NASDAQ,Acao,,0001840199,2844,"Perfumes, Cosmetics & Other Toilet Preparations",default_rule
WALDW,Waldencast plc - Warrant,NASDAQ,Acao,,0001840199,2844,"Perfumes, Cosmetics & Other Toilet Preparations",default_rule
WANT,Direxion Daily Consumer Discretionary Bull 3X Shares,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WAR,ETF Series Solutions U.S. Global Technology and Aerospace & Defense ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WASH,"Washington Trust Bancorp, Inc. - Common Stock",NASDAQ,Acao,,0000737468,6022,State Commercial Banks,default_rule
WAT,Waters Corporation Common Stock,NYSE,Acao,,0001000697,3826,Laboratory Analytical Instruments,default_rule
WATT,Energous Corporation - Common Stock,NASDAQ,Acao,,0001575793,3663,Radio & Tv Broadcasting & Communications Equipment,default_rule
WAVE,Eco Wave Power Global AB (publ) - American Depositary Shares,NASDAQ,ADR,,,,,nasdaqtrader_securityname_adr
WAY,Waystar Holding Corp. - Common Stock,NASDAQ,Acao,,0001990354,7373,Services-Computer Integrated Systems Design,default_rule
WB,Weibo Corporation - American Depositary Shares,NASDAQ,ADR,,,,,nasdaqtrader_securityname_adr
WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",NASDAQ,Acao,,0001437107,4841,Cable & Other Pay Television Services,default_rule
WBI,WaterBridge Infrastructure LLC Class A Shares Representing Limited Liability Company Interests,NYSE,Acao,,0002064947,1389,"Oil & Gas Field Services, NEC",default_rule
WBIF,WBI BullBear Value 3000 ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WBIG,WBI BullBear Yield 3000 ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WBIL,WBI BullBear Quality 3000 ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WBIY,WBI Power Factor High Dividend ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WBS,Webster Financial Corporation Common Stock,NYSE,Acao,,0000801337,6021,National Commercial Banks,default_rule
WBS$F,"Webster Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock",NYSE,Acao,,,,,default_rule
WBS$G,"Webster Financial Corporation Depositary Shares, each representing a 1/40th interest in a share of 6.50% Series G non-cumulative perpetual preferred stock",NYSE,Acao,,,,,default_rule
WBTN,WEBTOON Entertainment Inc. - Common stock,NASDAQ,Acao,,0001997859,2741,Miscellaneous Publishing,default_rule
WBUY,WEBUY GLOBAL LTD. - Class A Ordinary Shares,NASDAQ,Acao,,0001946703,5900,Retail-Miscellaneous Retail,default_rule
WBX,Wallbox N.V. Class A Ordinary Shares,NYSE,Acao,,0001866501,3790,Miscellaneous Transportation Equipment,default_rule
WCAP,Spinnaker ETF Series WarCap Unconstrained Equity ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WCBR,WisdomTree Cybersecurity Fund,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WCC,"WESCO International, Inc. Common Stock",NYSE,Acao,,0000929008,5063,"Wholesale-Electrical Apparatus & Equipment, Wiring Supplies ",default_rule
WCEO,Hypatia Women CEO ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WCLD,WisdomTree Cloud Computing Fund,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WCME,First Trust Exchange-Traded Fund First Trust WCM Developing World Equity ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WCMI,First Trust Exchange-Traded Fund First Trust WCM International Equity ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WCN,"Waste Connections, Inc. Common Shares",NYSE,Acao,,0001318220,4953,Refuse Systems,default_rule
WCPB,Northern Lights Fund Trust II Weitz Core Plus Bond ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WCT,Wellchange Holdings Company Limited - Class A Ordinary shares,NASDAQ,Acao,,0001990251,7372,Services-Prepackaged Software,default_rule
WD,"Walker & Dunlop, Inc Common Stock",NYSE,Acao,,0001497770,6199,Finance Services,default_rule
WDAF,WisdomTree Asia Defense Fund,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WDAY,"Workday, Inc. - Class A Common Stock",NASDAQ,Acao,,0001327811,7374,Services-Computer Processing & Data Preparation,default_rule
WDC,Western Digital Corporation - Common Stock,NASDAQ,Acao,,0000106040,3572,Computer Storage Devices,default_rule
WDEF,WisdomTree Trust WisdomTree Europe Defense Fund,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WDFC,WD-40 Company - Common Stock,NASDAQ,Acao,,0000105132,2890,Miscellaneous Chemical Products,default_rule
WDGF,WisdomTree Global Defense Fund,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),NYSE,ADR,,,,,nasdaqtrader_securityname_adr
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,NYSE,Acao,,0001819559,,,default_rule
WDIV,SPDR S&P Global Dividend,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WDNA,WisdomTree BioRevolution Fund,CBOE BZX,ETF,,,,,nasdaqtrader_etf_flag
WDS,"Woodside Energy Group Limited American Depositary Shares, each representing one Ordinary Share",NYSE,ADR,,,,,nasdaqtrader_securityname_adr
WDTE,Defiance S&P 500 Enhanced Options & 0DTE Income ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WEA,Western Asset Bond Fund Share of Beneficial Interest,NYSE,Acao,,0001163792,,,default_rule
WEAT,Teucrium Wheat Fund ETV,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WEAV,"Weave Communications, Inc. Common Stock",NYSE,Acao,,0001609151,7372,Services-Prepackaged Software,default_rule
WEBL,Direxion Daily Dow Jones Internet Bull 3X Shares,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WEC,"WEC Energy Group, Inc. Common Stock",NYSE,Acao,,0000783325,4931,Electric & Other Services Combined,default_rule
WEED,Listed Funds Trust Roundhill Cannabis ETF,CBOE BZX,ETF,,,,,nasdaqtrader_etf_flag
WEEI,Westwood Salient Enhanced Energy Income ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WEEK,Roundhill ETF Trust Roundhill Weekly T-Bill ETF,CBOE BZX,ETF,,,,,nasdaqtrader_etf_flag
WEEL,Tidal Trust II Peerless Option Income Wheel ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WELL,Welltower Inc. Common Stock,NYSE,REIT,,0000766704,6798,Real Estate Investment Trusts,sec_sic_6798
WEN,Wendy's Company (The) - Common Stock,NASDAQ,Acao,,0000030697,5810,Retail-Eating & Drinking Places,default_rule
WENN,Wen Acquisition Corp - Class A Ordinary Shares,NASDAQ,Acao,,0002057043,6770,Blank Checks,default_rule
WENNU,Wen Acquisition Corp - Unit,NASDAQ,Acao,,0002057043,6770,Blank Checks,default_rule
WENNW,Wen Acquisition Corp - Warrant,NASDAQ,Acao,,0002057043,6770,Blank Checks,default_rule
WERN,"Werner Enterprises, Inc. - Common Stock",NASDAQ,Acao,,0000793074,4213,Trucking (No Local),default_rule
WES,"Western Midstream Partners, LP Common Units Representing Limited Partner Interests",NYSE,Acao,,0001423902,4922,Natural Gas Transmission,default_rule
WEST,Westrock Coffee Company - Common Stock,NASDAQ,Acao,,0001806347,2080,Beverages,default_rule
WETH,Wetouch Technology Inc. - Common Stock,NASDAQ,Acao,,0001826660,3577,"Computer Peripheral Equipment, NEC",default_rule
WETO,Webus International Limited - Ordinary Shares,NASDAQ,Acao,,0001941158,4100,Local & Suburban Transit & Interurban Hwy Passenger Trans,default_rule
WEX,WEX Inc. common stock,NYSE,Acao,,0001309108,7389,"Services-Business Services, NEC",default_rule
WEYS,"Weyco Group, Inc. - Common Stock",NASDAQ,Acao,,0000106532,5130,"Wholesale-Apparel, Piece Goods & Notions",default_rule
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),NYSE,ADR,,,,,nasdaqtrader_securityname_adr
WFC,Wells Fargo & Company Common Stock,NYSE,Acao,,0000072971,6021,National Commercial Banks,default_rule
WFC$A,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock, Series AA",NYSE,Acao,,,,,default_rule
WFC$C,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock, Series CC",NYSE,Acao,,,,,default_rule
WFC$D,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in  a share of Non-Cumulative Perpetual Class A Preferred Stock, Series DD",NYSE,Acao,,,,,default_rule
WFC$L,"Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock, Series L",NYSE,Acao,,,,,default_rule
WFC$Y,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock, Series Y",NYSE,Acao,,,,,default_rule
WFC$Z,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock, Series Z",NYSE,Acao,,,,,default_rule
WFCF,"Where Food Comes From, Inc. - Common Stock",NASDAQ,Acao,,0001360565,7372,Services-Prepackaged Software,default_rule
WFF,WF Holding Limited - Ordinary Shares,NASDAQ,Acao,,0001980210,3990,Miscellaneous Manufacturing Industries,default_rule
WFG,West Fraser Timber Co. Ltd Common stock,NYSE,Acao,,0001402388,2421,"Sawmills & Planting Mills, General",default_rule
WFH,Direxion Work From Home ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WFRD,Weatherford International plc - Ordinary shares,NASDAQ,Acao,,0001603923,3533,Oil & Gas Field Machinery & Equipment,default_rule
WGMI,CoinShares Bitcoin Mining ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WGO,"Winnebago Industries, Inc. Common Stock",NYSE,Acao,,0000107687,3716,Motor Homes,default_rule
WGRX,"Wellgistics Health, Inc. - Common Stock",NASDAQ,Acao,,0002030763,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",default_rule
WGS,GeneDx Holdings Corp. - Class A Common Stock,NASDAQ,Acao,,0001818331,8000,Services-Health Services,default_rule
WGSWW,GeneDx Holdings Corp. - Warrant,NASDAQ,Acao,,0001818331,8000,Services-Health Services,default_rule
WH,"Wyndham Hotels & Resorts, Inc. Common Stock",NYSE,Acao,,0001722684,7011,Hotels & Motels,default_rule
WHD,"Cactus, Inc. Class A Common Stock",NYSE,Acao,,0001699136,3533,Oil & Gas Field Machinery & Equipment,default_rule
WHF,"WhiteHorse Finance, Inc. - Closed End Fund",NASDAQ,Acao,,0001552198,,,default_rule
WHFCL,"WhiteHorse Finance, Inc. - 7.875% Notes due 2028",NASDAQ,Acao,,0001552198,,,default_rule
WHG,Westwood Holdings Group Inc Common Stock,NYSE,Acao,,0001165002,6282,Investment Advice,default_rule
WHLR,"Wheeler Real Estate Investment Trust, Inc. - Common Stock",NASDAQ,REIT,,0001527541,6798,Real Estate Investment Trusts,sec_sic_6798
WHLRD,"Wheeler Real Estate Investment Trust, Inc. - Series D Cumulative Preferred Stock",NASDAQ,REIT,,0001527541,6798,Real Estate Investment Trusts,sec_sic_6798
WHLRL,"Wheeler Real Estate Investment Trust, Inc. - 7.00% Senior Subordinated Convertible Notes Due 2031",NASDAQ,REIT,,0001527541,6798,Real Estate Investment Trusts,sec_sic_6798
WHLRP,"Wheeler Real Estate Investment Trust, Inc. - Series B Preferred Stock",NASDAQ,REIT,,0001527541,6798,Real Estate Investment Trusts,sec_sic_6798
WHR,Whirlpool Corporation Common Stock,NYSE,Acao,,0000106640,3630,Household Appliances,default_rule
WHTX,Volatility Shares Trust 2x Wheat ETF,CBOE BZX,ETF,,,,,nasdaqtrader_etf_flag
WHWK,"Whitehawk Therapeutics, Inc. - Common Stock",NASDAQ,Acao,,0001422142,2834,Pharmaceutical Preparations,default_rule
WIA,Western Asset Inflation-Linked Income Fund,NYSE,Acao,,0001254370,,,default_rule
WILC,"G. Willi-Food International,  Ltd. - Ordinary Shares",NASDAQ,Acao,,0001030997,5141,"Wholesale-Groceries, General Line",default_rule
WILD,Tidal Trust III VistaShares Animal Spirits Daily 2X Strategy ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WIMI,WiMi Hologram Cloud Inc. - Class B Ordinary Shares,NASDAQ,Acao,,0001770088,7372,Services-Prepackaged Software,default_rule
WINA,Winmark Corporation - Common Stock,NASDAQ,Acao,,0000908315,5900,Retail-Miscellaneous Retail,default_rule
WING,Wingstop Inc. - Common Stock,NASDAQ,Acao,,0001636222,5812,Retail-Eating  Places,default_rule
WINN,Harbor ETF Trust Harbor Long-Term Growers ETF,NYSE,ETF,,,,,nasdaqtrader_etf_flag
WIP,SPDR FTSE International Government Inflation-Protected Bond ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WISE,Themes Generative Artificial Intelligence ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WIT,Wipro Limited Common Stock,NYSE,Acao,,0001123799,7371,Services-Computer Programming Services,default_rule
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,NYSE,Acao,,0001267902,,,default_rule
WIX,Wix.com Ltd. - Ordinary Shares,NASDAQ,Acao,,0001576789,7370,"Services-Computer Programming, Data Processing, Etc.",default_rule
WK,Workiva Inc. Class A Common Stock,NYSE,Acao,,0001445305,7372,Services-Prepackaged Software,default_rule
WKC,World Kinect Corporation Common Stock,NYSE,Acao,,0000789460,5172,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),default_rule
WKEY,WISeKey International Holding Ltd - American Depositary Shares,NASDAQ,ADR,,,,,nasdaqtrader_securityname_adr
WKHS,"Workhorse Group, Inc. - Common Stock",NASDAQ,Acao,,0001425287,3711,Motor Vehicles & Passenger Car Bodies,default_rule
WKSP,"Worksport, Ltd. - Common Stock",NASDAQ,Acao,,0001096275,3714,Motor Vehicle Parts & Accessories,default_rule
WLAC,Willow Lane Acquisition Corp. - Class A Ordinary Shares,NASDAQ,Acao,,0002032379,6770,Blank Checks,default_rule
WLACU,Willow Lane Acquisition Corp. - Unit,NASDAQ,Acao,,0002032379,6770,Blank Checks,default_rule
WLACW,Willow Lane Acquisition Corp. - Warrants,NASDAQ,Acao,,0002032379,6770,Blank Checks,default_rule
WLDN,"Willdan Group, Inc. - Common Stock",NASDAQ,Acao,,0001370450,8711,Services-Engineering Services,default_rule
WLDR,Affinity World Leaders Equity ETF,CBOE BZX,ETF,,,,,nasdaqtrader_etf_flag
WLDS,Wearable Devices Ltd. - Ordinary Share,NASDAQ,Acao,,0001887673,3576,Computer Communications Equipment,default_rule
WLDSW,Wearable Devices Ltd. - Warrant,NASDAQ,Acao,,0001887673,3576,Computer Communications Equipment,default_rule
WLFC,Willis Lease Finance Corporation - Common Stock,NASDAQ,Acao,,0001018164,5080,"Wholesale-Machinery, Equipment & Supplies",default_rule
WLK,Westlake Corporation Common Stock,NYSE,Acao,,0001262823,2860,Industrial Organic Chemicals,default_rule
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,NYSE,Acao,,0001604665,2860,Industrial Organic Chemicals,default_rule
WLTG,ETF Opportunities Trust WealthTrust DBS Long Term Growth ETF,NYSE,ETF,,,,,nasdaqtrader_etf_flag
WLY,"John Wiley & Sons, Inc. Common Stock",NYSE,Acao,,0000107140,2731,Books: Publishing or  Publishing & Printing,default_rule
WLYB,"John Wiley & Sons, Inc. Common Stock",NYSE,Acao,,0000107140,2731,Books: Publishing or  Publishing & Printing,default_rule
WM,"Waste Management, Inc. Common Stock",NYSE,Acao,,0000823768,4953,Refuse Systems,default_rule
WMB,"Williams Companies, Inc. (The) Common Stock",NYSE,Acao,,0000107263,4922,Natural Gas Transmission,default_rule
WMG,Warner Music Group Corp. - Class A Common Stock,NASDAQ,Acao,,0001319161,7900,Services-Amusement & Recreation Services,default_rule
WMK,"Weis Markets, Inc. Common Stock",NYSE,Acao,,0000105418,5411,Retail-Grocery Stores,default_rule
WMS,"Advanced Drainage Systems, Inc. Common Stock",NYSE,Acao,,0001604028,3086,Plastics Foam Products,default_rule
WMT,Walmart Inc. Common Stock,NYSE,Acao,,0000104169,5331,Retail-Variety Stores,default_rule
WNC,Wabash National Corporation Common Stock,NYSE,Acao,,0000879526,3715,Truck Trailers,default_rule
WNEB,"Western New England Bancorp, Inc. - Common Stock",NASDAQ,Acao,,0001157647,6035,"Savings Institution, Federally Chartered",default_rule
WNS,WNS (Holdings) Limited Ordinary Shares,NYSE,Acao,,0001356570,7389,"Services-Business Services, NEC",default_rule
WNTR,Tidal Trust II YieldMax  MSTR Short Option Income Strategy ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WNW,Meiwu Technology Company Limited - Ordinary Shares,NASDAQ,Acao,,0001787803,4822,Telegraph & Other Message Communications,default_rule
WOK,WORK Medical Technology Group LTD - Class A Ordinary Shares,NASDAQ,Acao,,0001929783,3841,Surgical & Medical Instruments & Apparatus,default_rule
WOLF,"Wolfspeed, Inc. Common Stock New",NYSE,Acao,,0000895419,3674,Semiconductors & Related Devices,default_rule
WOMN,Tidal Trust III Impact Shares Women's Empowerment ETF,NYSE ARCA,ETF,,,,,nasdaqtrader_etf_flag
WOOD,iShares Global Timber & Forestry ETF,NASDAQ,ETF,,,,,nasdaqtrader_etf_flag
WOOF,"Petco Health and Wellness Company, Inc. - Class A Common Stock",NASDAQ,Acao,,0001826470,5990,"Retail-Retail Stores, NEC",default_rule
WOR,"Worthington Enterprises, Inc. Common Shares",NYSE,Acao,,0000108516,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",default_rule
WORX,SCWorx Corp. - Common Stock,NASDAQ,Acao,,0001674227,7374,Services-Computer Processing & Data Preparation,default_rule
WOW,"WideOpenWest, Inc. Common Stock",NYSE,Acao,,0001701051,4841,Cable & Other Pay Television Services,default_rule
WPAY,Roundhill ETF Trust Roundhill WeeklyPay Universe ETF,CBOE BZX,ETF,,,,,nasdaqtrader_etf_flag
WPC,W. P. Carey Inc. REIT,NYSE,REIT,,0001025378,6798,Real Estate Investment Trusts,sec_sic_6798
WPM,Wheaton Precious Metals Corp Common Shares (Canada),NYSE,Acao,,0001323404,1040,Gold and Silver Ores,default_rule
